Date,GARCH,RandomForest,GradientBoosting,LSTM,GRU
2024-04-29 04:00:00+00:00,0.006741633485911871,0.00670268645389705,0.006571135633998452,0.006661962837239696,0.007352014460106625
2024-04-30 04:00:00+00:00,0.005591497833109479,0.006265752496566547,0.006054005212975672,0.006642282699416133,0.007317857621397876
2024-05-01 04:00:00+00:00,0.006097095370839371,0.0064503227774393825,0.0062645450205693525,0.00632601787509885,0.007457286762744232
2024-05-02 04:00:00+00:00,0.006238961816469565,0.006375415831280102,0.006285835356242961,0.006194904607244432,0.007367201205877083
2024-05-03 04:00:00+00:00,0.005968652500496366,0.006178604628303271,0.006176768321749309,0.006239747569537275,0.007065756718134687
2024-05-06 04:00:00+00:00,0.0059765468202379705,0.006232465747175209,0.00630747518277713,0.0063652131579039215,0.006890929674156401
2024-05-07 04:00:00+00:00,0.0063643616770675815,0.006254639192824608,0.006337662706612376,0.006454152945649228,0.006755522295258822
2024-05-08 04:00:00+00:00,0.006598347866046252,0.006120308424687739,0.006239849863018113,0.006448489496743352,0.00662270369779696
2024-05-09 04:00:00+00:00,0.00674276984075965,0.006375025487636453,0.006307949888156301,0.006470470871407888,0.006645423388593538
2024-05-10 04:00:00+00:00,0.006508527031193561,0.005863696798225233,0.005782891322323679,0.006110260837120862,0.006274537857595177
2024-05-13 04:00:00+00:00,0.006326174871511791,0.006053462020752089,0.006020192427121602,0.0058049982526509536,0.006049465923950678
2024-05-14 04:00:00+00:00,0.006696079207786817,0.0065783765623817145,0.006496841974873006,0.006137479651276205,0.00656116358513721
2024-05-15 04:00:00+00:00,0.005989323321302224,0.006309771583629693,0.006239176963732631,0.006235915234665295,0.006745380017080087
2024-05-16 04:00:00+00:00,0.00616228859732873,0.006335978497048934,0.006395640884783216,0.006407829323759704,0.006922291657680788
2024-05-17 04:00:00+00:00,0.006028246452748526,0.005991513413381717,0.005997444246808009,0.0059357144781925315,0.006700034473522154
2024-05-20 04:00:00+00:00,0.006162518485339341,0.00628713047835359,0.0063214513141483545,0.00583362318205819,0.00677253393157549
2024-05-21 04:00:00+00:00,0.0061438488842486426,0.006236079681281811,0.006490698887997874,0.0057893015464000035,0.006748779800410508
2024-05-22 04:00:00+00:00,0.006520740666465604,0.0066597670121954335,0.006798431948105991,0.0064042975079627844,0.0072900781978725805
2024-05-23 04:00:00+00:00,0.006051786860594589,0.006325211316363621,0.006332116325480175,0.006759137730494605,0.007538756162969556
2024-05-24 04:00:00+00:00,0.005797969316599593,0.00624307226505125,0.006579251671115457,0.006605451975800673,0.007498406641765275
2024-05-28 04:00:00+00:00,0.006291344281975746,0.006658551738894098,0.006847483349775615,0.007318344069807336,0.00781761891029387
2024-05-29 04:00:00+00:00,0.005111871268636158,0.005459854609056505,0.005700126101376914,0.006504947118748548,0.006693803253439897
2024-05-30 04:00:00+00:00,0.005039420543100804,0.006227780640471471,0.006396836664067373,0.00625471172460373,0.0066844971369955574
2024-05-31 04:00:00+00:00,0.004795025076906171,0.0059124267467290225,0.005853098181840592,0.005807619763641951,0.006382942335459299
2024-06-03 04:00:00+00:00,0.004539725574386422,0.00544551218784058,0.005466562887810277,0.005631442857508903,0.0056652024096244
2024-06-04 04:00:00+00:00,0.004842129528151594,0.006334204446679525,0.005973315477635201,0.006078736392564767,0.0057988429235146825
2024-06-05 04:00:00+00:00,0.004371361266395378,0.006199032087625891,0.006037017209376963,0.006264726076567036,0.005878827106997301
2024-06-06 04:00:00+00:00,0.0045884168129135105,0.006273479124103298,0.006192949248627763,0.0064980122229076395,0.005899948965166241
2024-06-07 04:00:00+00:00,0.004704847085217634,0.0060229694782468245,0.0058660500539577136,0.006372588083540158,0.0059002783688756975
2024-06-10 04:00:00+00:00,0.004872907284740846,0.006336347570958402,0.0061099983280121315,0.0062172023611477235,0.005987619132845239
2024-06-11 04:00:00+00:00,0.005209670003630439,0.006699131815603619,0.00642330402902936,0.0063933036778512,0.006305608531034573
2024-06-12 04:00:00+00:00,0.00493119662533477,0.0061269614138209924,0.0062838427277818265,0.006321468113900253,0.006348487514857996
2024-06-13 04:00:00+00:00,0.004632167007102879,0.005639172929700353,0.005793382172978466,0.005908651575139218,0.0058428133794452275
2024-06-14 04:00:00+00:00,0.004902074064967184,0.006349085105647824,0.006163833629932802,0.006158859889183977,0.006159486643332048
2024-06-17 04:00:00+00:00,0.004734487549033198,0.006264115244331187,0.006100430131804796,0.006165835087804373,0.00639324896021812
2024-06-18 04:00:00+00:00,0.004946987754861832,0.006365432611767077,0.00605641302398319,0.006410330074048145,0.006663397831140935
2024-06-20 04:00:00+00:00,0.005034575133856421,0.006405859971039472,0.005989610637772221,0.0065073885484974526,0.00688949632630398
2024-06-21 04:00:00+00:00,0.0051372507993396686,0.006424920126282738,0.006103064459097937,0.006438150880477744,0.007082955437003237
2024-06-24 04:00:00+00:00,0.004775396146685589,0.005973211924798283,0.006320603292302857,0.005951541696220036,0.006715878419451677
2024-06-25 04:00:00+00:00,0.004679291980211771,0.006034901033145642,0.005941383307231479,0.005736507219618066,0.006576810418781011
2024-06-26 04:00:00+00:00,0.0047773293159999895,0.0064050222690428624,0.005975440104513384,0.006037589564606985,0.006580373018962779
2024-06-27 04:00:00+00:00,0.0045936319454796416,0.006033615595838922,0.0052140752274964924,0.0060040886383085496,0.0062845063206710995
2024-06-28 04:00:00+00:00,0.004110682521432005,0.00555987899177579,0.005036035309804692,0.005794354584433792,0.005885638889388823
2024-07-01 04:00:00+00:00,0.004057634909308735,0.005918595723425035,0.005243568489473841,0.005662256570563097,0.005884248480197586
2024-07-02 04:00:00+00:00,0.0040023864419058315,0.006051411532805867,0.005030248391354762,0.0059702436365897905,0.006050568438935972
2024-07-03 04:00:00+00:00,0.004039461627256403,0.006090648567185233,0.005403690429103719,0.00638670493448337,0.006165628153717727
2024-07-05 04:00:00+00:00,0.0034023167611289783,0.005166143537181319,0.004530110724964913,0.005612791263080097,0.005294226401807687
2024-07-08 04:00:00+00:00,0.0034607791759166807,0.006034186286859696,0.0037986247215557717,0.005686640197852708,0.005310543411157539
2024-07-09 04:00:00+00:00,0.0039045472347484403,0.006671844454159891,0.00442818233628467,0.006395146285018115,0.006041683493831416
2024-07-10 04:00:00+00:00,0.004183739758833838,0.007351686454627785,0.005386929534805301,0.007695170153515257,0.007442476691811415
2024-07-11 04:00:00+00:00,0.0038973360399825988,0.006256896947400391,0.005449135573723953,0.007966563034482432,0.007553021896121285
2024-07-12 04:00:00+00:00,0.0037648937718539523,0.00593177470324881,0.004821298811295806,0.006472552317090916,0.006955584426631913
2024-07-15 04:00:00+00:00,0.004004200843328111,0.0061550951106878,0.004034534076466143,0.006223224524714007,0.006689937675173826
2024-07-16 04:00:00+00:00,0.005077938730759306,0.007741662308115726,0.0050794022507929795,0.007611670093906664,0.008071198520025417
2024-07-17 04:00:00+00:00,0.004284439308966503,0.006049432604642475,0.005679984333362868,0.0077420928834318545,0.007968971793868069
2024-07-18 04:00:00+00:00,0.004401308826503572,0.00627825289591593,0.0058242677329030336,0.006790711576532501,0.007658935236948644
2024-07-19 04:00:00+00:00,0.004687990978493333,0.006685971510297855,0.006162248435921756,0.006221201053548872,0.007485619916561813
2024-07-22 04:00:00+00:00,0.004579542675893107,0.006235301606275243,0.006221560905582006,0.0056395121267119605,0.006935712728692117
2024-07-23 04:00:00+00:00,0.006247443263963567,0.008069546313850205,0.008123664104766769,0.007619328464873249,0.008238196475821113
2024-07-24 04:00:00+00:00,0.004513836527456462,0.006195779561947587,0.0060412879429611235,0.007587028438158911,0.007886666365308792
2024-07-25 04:00:00+00:00,0.004993291511989498,0.006429796685254541,0.006292339773865539,0.006345603046814657,0.007752429629745552
2024-07-26 04:00:00+00:00,0.005079216416038043,0.006375138481432285,0.006008389857952163,0.005749221605208835,0.006863675117087825
2024-07-29 04:00:00+00:00,0.005473546157234577,0.006392643810370117,0.006200185382385733,0.005957864114688662,0.006169853276428527
2024-07-30 04:00:00+00:00,0.006152849356437422,0.006827230230850269,0.006505285584883857,0.00643384516149358,0.006279756185350801
2024-07-31 04:00:00+00:00,0.0059433927977960155,0.006626414120143692,0.006528307812368216,0.006535489761022393,0.006296711613635248
2024-08-01 04:00:00+00:00,0.006011267016962243,0.006761588686591589,0.006693410815641334,0.007145751346755021,0.0067188441053079575
2024-08-02 04:00:00+00:00,0.006203714586632667,0.006872800644501696,0.00683468255090091,0.007702834587920853,0.007284261546652445
2024-08-05 04:00:00+00:00,0.004959536926294463,0.006409073790627848,0.006281039348502686,0.007110820818904705,0.0068117484024610995
2024-08-06 04:00:00+00:00,0.0052825227738101145,0.006209607912298833,0.006182317801173049,0.0063445737527731815,0.005955897144617592
2024-08-07 04:00:00+00:00,0.006050715977269837,0.006670313385091489,0.006519645476889295,0.0066272792816894095,0.0059604227133277
2024-08-08 04:00:00+00:00,0.005659799216497718,0.0061509671622136,0.006088419478935788,0.006520579756296827,0.005690839986153108
2024-08-09 04:00:00+00:00,0.006089791243372303,0.0061024247618064395,0.00611263659494639,0.006443717544441388,0.005607786217128022
2024-08-12 04:00:00+00:00,0.00691665596588065,0.006466018770613462,0.006383779331402228,0.006532563664281521,0.0058134457864177985
2024-08-13 04:00:00+00:00,0.006746781277203255,0.006260513108349235,0.006253935000742702,0.006403918056057375,0.00567976222667162
2024-08-14 04:00:00+00:00,0.0074067597565860305,0.006386756745422703,0.006417107324226886,0.006395098929916636,0.005857231331391242
2024-08-15 04:00:00+00:00,0.007178267742819696,0.0063199783218237495,0.006342108451359693,0.0062886262918203815,0.005829029563710858
2024-08-16 04:00:00+00:00,0.007785587984286506,0.006350496290346492,0.006353855212264615,0.006273207718834854,0.0059994952015483185
2024-08-19 04:00:00+00:00,0.007957916451228978,0.006370419420878628,0.006350813438232021,0.00616556176181622,0.00597622576273343
2024-08-20 04:00:00+00:00,0.008529423347813262,0.006484050038304484,0.006453109967043503,0.006178707212998984,0.006271748764904531
2024-08-21 04:00:00+00:00,0.008463400061188823,0.006063614481480678,0.006132344395713313,0.005770477195656709,0.006043042016418318
2024-08-22 04:00:00+00:00,0.008495710459501614,0.006430053998033099,0.006427552329572232,0.005871487727690876,0.006397302015767763
2024-08-23 04:00:00+00:00,0.008328289179933428,0.006354554447960229,0.006696827328694677,0.005920748637466906,0.006496406015036223
2024-08-26 04:00:00+00:00,0.00878908831569912,0.00637714237319641,0.006465203889680209,0.006092543621178317,0.006870720198656759
2024-08-27 04:00:00+00:00,0.009370168222162632,0.006390697150199257,0.006608766505555404,0.006328229723580891,0.00707881537525923
2024-08-28 04:00:00+00:00,0.009203348782281382,0.006168967698668982,0.006421592551903576,0.006436285757109529,0.007085363022469512
2024-08-29 04:00:00+00:00,0.009494993699951933,0.0062440696952774,0.006366947163201727,0.00659981076329168,0.006969606887824835
2024-08-30 04:00:00+00:00,0.009426687921518339,0.006537086318148068,0.006725635901807538,0.007207552505061001,0.007346523895574444
2024-09-03 04:00:00+00:00,0.005731492147817179,0.005136098461746508,0.005198478562133873,0.006577788525280152,0.006326451656399098
2024-09-04 04:00:00+00:00,0.006105980157219744,0.005834664258762417,0.006015307493550957,0.006274976229058386,0.005922686928457095
2024-09-05 04:00:00+00:00,0.006927487691950841,0.0066331503450523695,0.0066157144309219925,0.006727853041411269,0.00615135888412133
2024-09-06 04:00:00+00:00,0.005567999868882754,0.005605272855144687,0.005699956158912962,0.006269978475908261,0.005574036349976305
2024-09-09 04:00:00+00:00,0.0056448497294276844,0.006031883821193077,0.0059711626378866406,0.0058188385421628006,0.005321530645340872
2024-09-10 04:00:00+00:00,0.006152745197181795,0.00617910635541799,0.006155917940886896,0.006156960501098871,0.005414216568160372
2024-09-11 04:00:00+00:00,0.005912146847589912,0.005590525952585884,0.005705508481904918,0.006160125481619367,0.00520650074550355
2024-09-12 04:00:00+00:00,0.006175073223395288,0.006309546031415802,0.006265868449879275,0.006439814727853578,0.005392522988548967
2024-09-13 04:00:00+00:00,0.006093071660713842,0.00594057059191439,0.005898393698291548,0.006047722571353464,0.005178700872234455
2024-09-16 04:00:00+00:00,0.006482478813099749,0.006258648360225766,0.00625493547182635,0.006229551329849854,0.005297535222280786
2024-09-17 04:00:00+00:00,0.006699043198927988,0.0061341135699306965,0.0061597865603929755,0.0061390128716302785,0.005364442459006063
2024-09-18 04:00:00+00:00,0.007532092137873005,0.006942987442616883,0.006749501192000453,0.006629310593797691,0.006236424400441156
2024-09-19 04:00:00+00:00,0.0063659186574513815,0.006373369816909705,0.006184640444706343,0.006439357157001272,0.006653851387246703
2024-09-20 04:00:00+00:00,0.006552609539809649,0.006233829665496176,0.006006750375457298,0.006174663306048475,0.006882175287640014
2024-09-23 04:00:00+00:00,0.00670659948785173,0.0061515988475021694,0.006081518434169751,0.00574161518469644,0.0068523800956525405
2024-09-24 04:00:00+00:00,0.0070433431926764135,0.0062595202553051045,0.006286890264340862,0.005655537208779246,0.0069672237571521516
2024-09-25 04:00:00+00:00,0.007359793652023905,0.006499512708637155,0.006349230666802423,0.005753593752646852,0.007128369738804579
2024-09-26 04:00:00+00:00,0.007507367541048928,0.006210636488533782,0.00605900781643349,0.005816423363325692,0.007133398909451001
2024-09-27 04:00:00+00:00,0.0077964809109689,0.006539527171606987,0.006482145212092382,0.006383233908032524,0.007430734409098852
2024-09-30 04:00:00+00:00,0.008046019234981387,0.006590232954797275,0.006545906640132786,0.006972133367497416,0.007821097132733271
2024-10-01 04:00:00+00:00,0.006042762142293769,0.0053517585894956345,0.005432160919741243,0.006286758683605623,0.006688305594535911
2024-10-02 04:00:00+00:00,0.006317891027377508,0.006312548041453081,0.0064527674011227625,0.006278004189753184,0.006846312783514573
2024-10-03 04:00:00+00:00,0.006605214790256195,0.0064499120394739,0.00669775757392931,0.006527472468635764,0.007025446277963675
2024-10-04 04:00:00+00:00,0.005572049329312447,0.005628254066127334,0.005696030614442823,0.005991981653387442,0.006286132436854934
2024-10-07 04:00:00+00:00,0.005050378887620704,0.0062174073422533735,0.006166239846382799,0.006299735783078826,0.006196882026182074
2024-10-08 04:00:00+00:00,0.0049792648155418,0.00628356233976836,0.006334697931606504,0.006188326772516755,0.006319135168353718
2024-10-09 04:00:00+00:00,0.004890790605887368,0.0060599962588109325,0.006118714069871269,0.0062142167224426195,0.006064166613818471
2024-10-10 04:00:00+00:00,0.005049609225400325,0.006163201024822014,0.00624281286823662,0.0063196129674295085,0.00597878141422477
2024-10-11 04:00:00+00:00,0.005213913617174045,0.006339940596614287,0.006452079636567904,0.006315701431162358,0.006038145102349716
2024-10-14 04:00:00+00:00,0.005469423409296132,0.006608197176678524,0.006804417344554858,0.006719937683692489,0.006374282232460812
2024-10-15 04:00:00+00:00,0.005314802683375098,0.006345291548384081,0.006429986899395206,0.00700356689668372,0.006502114440070914
2024-10-16 04:00:00+00:00,0.005439367853524842,0.006286331557875783,0.006479170169931103,0.006603522266270628,0.00645920203275093
2024-10-17 04:00:00+00:00,0.004865846417980862,0.005395994241445827,0.005508182583898506,0.005602952180351299,0.005540184848724052
2024-10-18 04:00:00+00:00,0.0050064268805083325,0.005940126182129755,0.0061959804806827196,0.005522962646263904,0.005571916463508025
2024-10-21 04:00:00+00:00,0.005143579966514404,0.006006273762778985,0.006206461032031812,0.00556982663882314,0.0056574673544714
